1,-10550.0
1,-3325.0
1,-1750.0
1,-900.0
2,-1500.0
3,-4000
4,-4000
1,-5950.0
2,-8400.0
3,-7425.0
4,-8175.0
5,-6275.0
1,-1500.0
2,-1500.0
3,-1500.0
4,-1500.0
1,-1500.0
2,-2700.0
3,-1500.0
4,-1500.0
5,-1800.0
6,-1725.0
7,-2775.0
8,-6675.0
9,-8325.0
1,-1500.0
2,-3000.0
3,-1500.0
4,-7800.0
5,-1500.0
6,-3000.0
7,-3075.0
8,-1950.0
9,-2700.0
10,-2100.0
11,-3000.0
12,-3000.0
13,-3000.0
14,-3000.0
15,-3000.0
16,-3000.0
17,-3000.0
18,-3000.0
19,-3000.0
20,-3000.0
21,-3000.0
22,-3000.0
23,-3150.0
24,-3075.0
25,-3000.0
26,-3000.0
27,-3000.0
28,-1500.0
29,-3000.0
30,-3150.0
31,-1575.0
32,-1875.0
33,-3075.0
34,-3675.0
35,-2850.0
36,-3825.0
37,-2625.0
38,-3900.0
39,-3300.0
40,-1650.0
41,-2625.0
42,-1500.0
43,-2100.0
44,-2175.0
45,-2550.0
46,-2250.0
47,-1950.0
48,-1500.0
49,-2100.0
50,-2250.0
51,-1500.0
52,-1575.0
53,-2175.0
54,-1500.0
55,-2700.0
56,-1875.0
57,-1500.0
58,-3225.0
59,-1725.0
60,-1500.0
61,-2550.0
62,-1800.0
63,-2175.0
64,-1500.0
65,-1650.0
66,-1725.0
67,-1875.0
68,-3075.0
69,-1725.0
70,-1650.0
71,-1500.0
72,-3300.0
73,-1575.0
74,-2400.0
75,-1575.0
76,-1500.0
77,-2775.0
78,-1725.0
79,-2325.0
80,-2250.0
81,-2175.0
82,-3300.0
83,-1575.0
84,-2025.0
85,-1650.0
86,-2250.0
87,-1950.0
88,-1500.0
89,-3225.0
90,-1800.0
1,-3000.0
2,-2850.0
3,-3150.0
4,-2850.0
5,-3000.0
6,-3000.0
7,-3000.0
8,-3000.0
9,-3000.0
10,-2850.0
11,-1725.0
12,-1500.0
13,-2325.0
14,-3450.0
15,-2250.0
16,-1425.0
17,-2100.0
18,-1500.0
19,-2325.0
20,-1500.0
21,-1800.0
22,-1875.0
23,-2175.0
24,-1500.0
25,-1500.0
26,-1650.0
27,-1725.0
28,-3375.0
29,-3000.0
30,-1500.0
31,-1500.0
32,-1575.0
33,-2400.0
34,-1650.0
35,-1650.0
36,-1500.0
37,-2250.0
38,-1650.0
39,-1500.0
40,-1500.0
41,-1500.0
42,-4200.0
43,-2550.0
44,-2475.0
45,-1575.0
46,-2550.0
47,-4650.0
48,-3000.0
49,-1650.0
50,-1800.0
51,-3750.0
52,-1500.0
53,-3750.0
54,-2925.0
55,-1725.0
56,-3300.0
57,-2475.0
58,-2850.0
59,-1725.0
60,-3150.0
61,-1650.0
62,-2625.0
63,-1650.0
64,-1575.0
65,-1500.0
66,-2850.0
67,-2850.0
68,-1575.0
69,-1800.0
70,-1875.0
71,-1350.0
72,-3000.0
73,-1875.0
74,-1500.0
75,-1500.0
76,-2025.0
77,-1500.0
78,-4050.0
79,-2550.0
80,-3750.0
81,-2100.0
82,-2325.0
83,-1500.0
84,-3825.0
85,-3825.0
86,-3825.0
87,-2550.0
88,-1425.0
89,-2325.0
90,-2775.0
91,-4275.0
92,-1800.0
93,-2175.0
94,-1725.0
95,-3375.0
96,-3675.0
97,-2475.0
98,-1800.0
99,-3150.0
100,-1500.0
101,-3825.0
102,-1575.0
103,-4950.0
104,-1500.0
105,-2025.0
106,-1875.0
107,-3600.0
108,-3150.0
109,-1500.0
110,-2550.0
111,-2100.0
112,-2700.0
113,-3450.0
114,-2775.0
115,-1650.0
116,-3000.0
117,-2400.0
118,-2625.0
119,-1500.0
120,-2400.0
121,-2400.0
122,-2325.0
123,-1425.0
124,-1725.0
125,-1425.0
126,-3375.0
127,-1650.0
128,-1500.0
129,-1500.0
130,-4725.0
131,-2550.0
132,-1500.0
133,-5025.0
134,-2700.0
135,-1425.0
136,-1725.0
137,-1500.0
138,-1500.0
139,-3150.0
140,-3450.0
141,-1500.0
142,-2175.0
143,-1725.0
144,-3000.0
145,-1500.0
146,-2700.0
147,-1575.0
148,-1575.0
149,-1500.0
150,-1650.0
151,-2475.0
152,-3075.0
153,-2700.0
154,-2400.0
155,-2400.0
156,-3825.0
157,-2025.0
158,-3300.0
159,-2250.0
160,-2025.0
161,-1500.0
162,-1500.0
163,-3825.0
164,-1425.0
165,-5025.0
166,-1425.0
167,-2550.0
168,-2250.0
169,-1575.0
170,-3600.0
171,-1500.0
172,-3150.0
173,-1725.0
174,-1500.0
175,-1425.0
176,-3300.0
177,-1575.0
178,-1800.0
179,-3225.0
180,-2400.0
181,-5475.0
182,-1500.0
183,-1875.0
184,-2100.0
185,-3900.0
186,-2925.0
187,-3600.0
188,-2325.0
189,-1500.0
190,-1500.0
191,-1650.0
192,-2550.0
193,-2775.0
194,-1500.0
195,-1800.0
196,-2400.0
197,-1500.0
198,-2700.0
199,-1275.0
200,-1800.0
201,-1500.0
202,-1425.0
203,-3000.0
204,-1800.0
205,-2100.0
206,-1500.0
207,-2100.0
208,-2475.0
209,-2850.0
210,-1650.0
211,-2700.0
212,-1500.0
213,-3000.0
214,-3225.0
215,-1950.0
216,-3750.0
217,-1875.0
218,-1500.0
219,-2250.0
220,-3525.0
221,-1500.0
222,-1425.0
223,-2925.0
224,-3600.0
225,-3000.0
226,-1575.0
227,-1500.0
228,-5325.0
229,-4200.0
230,-3075.0
231,-2700.0
232,-2400.0
233,-1500.0
234,-2550.0
235,-1425.0
236,-1500.0
237,-2025.0
238,-1875.0
239,-1575.0
240,-2100.0
241,-4050.0
242,-1350.0
243,-1575.0
244,-3525.0
245,-1725.0
246,-4050.0
247,-2325.0
248,-2250.0
249,-1800.0
250,-3000.0
251,-2025.0
252,-1500.0
253,-2025.0
254,-3450.0
255,-1500.0
256,-2325.0
257,-1500.0
258,-3225.0
259,-1500.0
260,-1500.0
261,-1650.0
262,-1575.0
263,-2700.0
264,-2475.0
265,-2925.0
266,-1500.0
267,-3975.0
268,-2850.0
269,-1575.0
270,-2250.0
271,-1575.0
272,-2325.0
273,-2025.0
274,-2550.0
275,-3000.0
276,-2100.0
277,-1950.0
278,-2175.0
279,-1800.0
280,-1500.0
281,-1425.0
282,-2325.0
283,-1500.0
284,-2475.0
285,-3975.0
286,-3675.0
287,-1500.0
288,-6150.0
289,-1650.0
290,-1875.0
291,-2700.0
292,-1500.0
293,-1575.0
294,-1500.0
295,-1650.0
296,-1425.0
297,-2925.0
298,-2100.0
299,-3225.0
300,-2475.0
301,-1500.0
302,-1500.0
303,-2550.0
304,-1575.0
305,-2625.0
306,-4125.0
307,-4050.0
308,-3675.0
309,-3375.0
310,-2475.0
311,-2700.0
312,-1425.0
313,-1575.0
314,-2250.0
315,-1425.0
316,-1500.0
317,-1500.0
318,-4125.0
319,-1500.0
320,-1725.0
321,-3375.0
322,-2700.0
323,-2925.0
324,-1575.0
325,-2850.0
326,-2175.0
327,-1500.0
328,-1575.0
329,-3525.0
330,-1500.0
331,-3900.0
332,-2100.0
333,-1500.0
334,-1650.0
335,-3675.0
336,-2775.0
337,-1800.0
338,-1725.0
339,-2175.0
340,-2025.0
341,-2925.0
342,-1425.0
343,-1425.0
344,-5400.0
345,-4050.0
346,-1800.0
347,-1725.0
348,-1500.0
349,-1800.0
350,-3150.0
351,-1725.0
352,-1500.0
353,-3300.0
354,-1425.0
355,-2025.0
356,-1575.0
357,-1650.0
358,-1500.0
359,-2025.0
360,-1650.0
361,-1500.0
362,-1800.0
363,-1575.0
364,-1500.0
365,-1650.0
366,-1575.0
367,-1575.0
368,-1650.0
369,-4800.0
370,-1425.0
371,-2325.0
372,-1425.0
373,-1500.0
374,-3900.0
375,-3000.0
376,-1950.0
377,-1500.0
378,-1650.0
379,-1950.0
380,-2325.0
381,-2025.0
382,-2175.0
383,-1350.0
384,-2925.0
385,-1575.0
386,-3375.0
387,-2175.0
388,-2025.0
389,-1425.0
390,-1500.0
391,-1500.0
392,-1500.0
393,-1500.0
394,-2925.0
395,-1425.0
396,-1500.0
397,-2100.0
398,-2400.0
399,-3600.0
400,-1650.0
401,-1425.0
402,-1500.0
403,-1500.0
404,-1650.0
405,-3375.0
406,-2775.0
407,-6450.0
408,-1500.0
409,-2250.0
410,-1650.0
411,-2100.0
412,-1575.0
413,-3300.0
414,-1650.0
415,-3000.0
416,-1500.0
417,-1875.0
418,-3750.0
419,-1500.0
420,-2550.0
421,-1500.0
422,-3675.0
423,-2325.0
424,-1500.0
425,-1800.0
426,-1425.0
427,-3525.0
428,-2025.0
429,-3975.0
430,-2625.0
431,-2925.0
432,-3825.0
433,-2625.0
434,-2175.0
435,-3825.0
436,-1950.0
437,-1650.0
438,-3600.0
439,-1800.0
440,-1725.0
441,-1500.0
442,-1575.0
443,-3300.0
444,-1500.0
445,-1725.0
446,-1500.0
447,-4275.0
448,-1425.0
449,-3225.0
450,-1500.0
451,-1875.0
452,-2550.0
453,-1500.0
454,-1500.0
455,-3450.0
456,-3150.0
457,-4575.0
458,-1575.0
459,-1650.0
460,-2700.0
461,-1875.0
462,-1500.0
463,-1875.0
464,-3225.0
465,-1800.0
466,-1500.0
467,-1950.0
468,-1875.0
469,-1500.0
470,-2400.0
471,-1500.0
472,-1500.0
473,-1875.0
474,-3075.0
475,-2700.0
476,-2100.0
477,-4350.0
478,-2475.0
479,-2700.0
480,-3300.0
481,-1950.0
482,-2475.0
483,-1425.0
484,-2250.0
485,-1950.0
486,-4575.0
487,-1500.0
488,-1725.0
489,-1500.0
490,-1575.0
491,-3750.0
492,-2775.0
493,-3150.0
494,-1650.0
495,-2400.0
496,-2025.0
497,-3375.0
498,-1500.0
499,-1350.0
500,-3750.0
501,-1650.0
502,-1725.0
503,-1500.0
504,-1500.0
505,-1575.0
506,-1500.0
507,-2100.0
508,-3450.0
509,-1500.0
510,-1800.0
511,-2700.0
512,-2475.0
513,-1500.0
514,-1500.0
515,-1650.0
516,-2550.0
517,-2250.0
518,-1575.0
519,-2400.0
520,-2475.0
521,-2175.0
522,-1500.0
523,-2625.0
524,-3825.0
525,-2550.0
526,-2400.0
527,-1500.0
528,-2475.0
529,-1500.0
530,-2325.0
531,-1950.0
532,-3375.0
533,-3600.0
534,-2250.0
535,-3675.0
536,-1875.0
537,-3750.0
538,-2400.0
539,-3600.0
540,-3900.0
541,-1575.0
542,-2700.0
543,-1875.0
544,-2100.0
545,-3675.0
546,-1425.0
547,-1500.0
548,-2250.0
549,-3075.0
550,-2100.0
551,-1425.0
552,-1500.0
553,-1275.0
554,-4650.0
555,-1500.0
556,-1725.0
557,-1425.0
558,-1500.0
559,-2025.0
560,-1500.0
561,-3375.0
562,-1500.0
563,-3225.0
564,-1500.0
565,-2700.0
566,-3750.0
567,-1950.0
568,-1500.0
569,-1950.0
570,-3225.0
571,-2325.0
572,-1800.0
573,-4500.0
574,-1425.0
575,-4275.0
576,-1725.0
577,-2925.0
578,-4200.0
579,-1800.0
580,-3075.0
581,-1500.0
582,-1500.0
583,-3900.0
584,-2700.0
585,-2025.0
586,-3375.0
587,-2025.0
588,-1500.0
589,-3150.0
590,-1500.0
591,-2475.0
592,-1500.0
593,-2250.0
594,-2100.0
595,-1500.0
596,-1950.0
597,-2925.0
598,-1425.0
599,-2400.0
600,-1650.0
601,-3300.0
602,-1500.0
603,-1500.0
604,-2625.0
605,-1425.0
606,-1575.0
607,-1500.0
608,-1725.0
609,-5250.0
610,-2250.0
611,-1500.0
612,-2700.0
613,-1500.0
614,-1500.0
615,-1650.0
616,-2325.0
617,-2775.0
618,-1575.0
619,-1425.0
620,-1500.0
621,-2625.0
622,-1725.0
623,-1575.0
624,-1500.0
625,-1725.0
626,-3000.0
627,-3525.0
628,-1575.0
629,-2775.0
630,-1425.0
631,-2025.0
632,-3900.0
633,-3375.0
634,-1575.0
635,-2550.0
636,-4125.0
637,-1650.0
638,-2700.0
639,-5175.0
640,-1950.0
641,-4125.0
642,-1650.0
643,-1500.0
644,-2025.0
645,-2850.0
646,-2475.0
647,-2100.0
648,-3075.0
649,-2775.0
650,-1425.0
651,-1650.0
652,-1425.0
653,-2250.0
654,-1425.0
655,-3750.0
656,-1500.0
657,-3150.0
658,-3075.0
659,-6375.0
660,-2925.0
661,-1725.0
662,-2925.0
663,-1425.0
664,-1500.0
665,-2550.0
666,-2625.0
667,-1500.0
668,-3075.0
669,-4425.0
670,-4425.0
671,-1575.0
672,-1425.0
673,-1350.0
674,-1500.0
675,-2625.0
676,-1500.0
677,-1725.0
678,-1500.0
679,-3000.0
680,-2850.0
681,-2775.0
682,-4650.0
683,-3300.0
684,-1350.0
685,-1800.0
686,-1500.0
687,-1500.0
688,-2775.0
689,-1650.0
690,-4575.0
691,-1425.0
692,-1650.0
693,-1800.0
694,-5625.0
695,-1650.0
696,-2100.0
697,-1500.0
698,-1500.0
699,-1650.0
700,-2400.0
701,-4275.0
702,-4800.0
703,-1650.0
704,-1500.0
705,-1575.0
706,-2775.0
707,-1500.0
708,-4200.0
709,-2850.0
710,-3675.0
711,-1500.0
712,-1725.0
713,-1500.0
714,-2025.0
715,-2100.0
716,-3000.0
717,-3825.0
718,-3000.0
719,-1500.0
720,-1575.0
721,-1875.0
722,-1725.0
723,-2850.0
724,-2175.0
725,-1500.0
726,-1875.0
727,-3600.0
728,-2100.0
729,-1575.0
730,-1500.0
731,-1575.0
732,-1425.0
733,-2625.0
734,-2775.0
735,-1950.0
736,-5475.0
737,-1500.0
738,-3300.0
739,-4350.0
740,-1500.0
741,-3675.0
742,-1725.0
743,-2025.0
744,-2175.0
745,-1500.0
746,-3450.0
747,-4275.0
748,-1800.0
749,-3600.0
750,-4275.0
751,-1500.0
752,-2850.0
753,-1650.0
754,-1875.0
755,-1500.0
756,-2400.0
757,-4050.0
758,-1500.0
759,-1800.0
760,-3000.0
761,-1725.0
762,-3150.0
763,-3450.0
764,-1500.0
765,-1500.0
766,-3150.0
767,-1350.0
768,-1950.0
769,-1500.0
770,-1950.0
771,-3150.0
772,-1500.0
773,-1500.0
774,-4350.0
775,-2175.0
776,-1500.0
777,-2100.0
778,-2775.0
779,-2100.0
780,-3675.0
781,-2550.0
782,-1575.0
783,-1500.0
784,-2025.0
785,-2250.0
786,-1575.0
787,-1425.0
788,-1500.0
789,-1425.0
790,-4650.0
791,-2475.0
792,-1575.0
793,-1500.0
794,-1725.0
795,-1500.0
796,-1950.0
797,-1950.0
798,-2100.0
799,-1500.0
800,-2475.0
801,-1950.0
802,-1875.0
803,-1500.0
804,-2250.0
805,-1500.0
806,-2700.0
807,-2250.0
808,-1500.0
809,-1650.0
810,-1350.0
811,-1500.0
812,-2400.0
813,-1575.0
814,-1650.0
815,-1950.0
816,-2250.0
817,-1650.0
818,-1650.0
819,-2400.0
820,-3975.0
821,-3000.0
822,-1425.0
823,-2550.0
824,-2925.0
825,-1950.0
826,-2250.0
827,-1425.0
828,-2550.0
829,-1575.0
830,-2925.0
831,-3450.0
832,-1500.0
833,-1725.0
834,-1500.0
835,-2850.0
836,-1500.0
837,-3075.0
838,-1575.0
839,-1500.0
840,-1950.0
841,-1500.0
842,-2400.0
843,-1575.0
844,-1500.0
845,-2925.0
846,-1500.0
847,-2550.0
848,-1875.0
849,-4350.0
850,-3975.0
851,-1500.0
852,-1500.0
853,-5100.0
854,-1650.0
855,-1875.0
856,-1500.0
857,-2400.0
858,-1500.0
859,-1725.0
860,-3225.0
861,-2625.0
862,-2925.0
863,-1425.0
864,-4800.0
865,-1500.0
866,-1875.0
867,-1725.0
868,-1500.0
869,-1500.0
870,-1500.0
871,-1500.0
872,-3075.0
873,-3075.0
874,-1800.0
875,-3450.0
876,-1500.0
877,-1650.0
878,-1425.0
879,-1575.0
880,-1350.0
881,-2325.0
882,-1575.0
883,-1875.0
884,-3450.0
885,-1425.0
886,-3225.0
887,-1650.0
888,-4500.0
889,-2100.0
890,-1950.0
891,-1500.0
892,-3375.0
893,-3075.0
894,-1500.0
895,-4500.0
896,-2550.0
897,-2850.0
898,-3150.0
899,-2400.0
900,-1500.0
901,-1425.0
902,-2850.0
903,-1500.0
904,-2250.0
905,-2550.0
906,-1425.0
907,-5250.0
908,-2700.0
909,-2550.0
910,-1050.0
911,-3300.0
912,-3675.0
913,-1500.0
914,-3150.0
915,-3225.0
916,-3375.0
917,-2250.0
918,-1500.0
919,-1575.0
920,-3525.0
921,-1500.0
922,-3975.0
923,-2475.0
924,-3825.0
925,-1500.0
926,-3450.0
927,-2100.0
928,-2775.0
929,-1500.0
930,-3375.0
931,-2175.0
932,-1500.0
933,-1575.0
934,-1800.0
935,-2925.0
936,-1500.0
937,-1425.0
938,-2850.0
939,-3900.0
940,-1500.0
941,-2550.0
942,-1800.0
943,-3300.0
944,-2775.0
945,-3375.0
946,-2925.0
947,-1575.0
948,-1500.0
949,-3150.0
950,-3150.0
951,-1500.0
952,-3075.0
953,-2250.0
954,-1500.0
955,-2175.0
956,-1500.0
957,-2100.0
958,-1500.0
959,-1500.0
960,-2025.0
961,-1950.0
962,-1800.0
963,-2625.0
964,-2550.0
965,-2400.0
966,-2700.0
967,-3150.0
968,-1500.0
969,-1500.0
970,-1575.0
971,-2475.0
972,-1875.0
973,-1725.0
974,-1650.0
975,-1575.0
976,-1425.0
977,-1500.0
978,-1500.0
979,-2475.0
980,-2700.0
981,-1575.0
982,-1650.0
983,-1950.0
984,-2700.0
985,-3975.0
986,-1425.0
987,-1500.0
988,-1500.0
989,-1500.0
990,-1650.0
991,-2100.0
992,-1500.0
993,-1650.0
994,-1575.0
995,-1425.0
996,-1650.0
997,-2475.0
998,-5025.0
999,-2625.0
1000,-2775.0
